check,error,passed_as_expected,kind
swiglu_independent_perm_NEG,19.845363534357283,True,real_activation_neg
swiglu_dense_orth_NEG,2.697952377968484,True,real_activation_neg
rope_dense_commute_NEG,61.56702370409062,True,real_activation_neg
swiglu_independent_perm_NEG,18.65367188498728,True,real_activation_neg
swiglu_dense_orth_NEG,3.8535957929544837,True,real_activation_neg
rope_dense_commute_NEG,9.506858187000525,True,real_activation_neg
swiglu_independent_perm_NEG,653.0817108505101,True,real_activation_neg
swiglu_dense_orth_NEG,36.30075886973692,True,real_activation_neg
rope_dense_commute_NEG,7.125500497932013,True,real_activation_neg
swiglu_independent_perm_NEG,45.24587265037479,True,real_activation_neg
swiglu_dense_orth_NEG,3.7045468671390704,True,real_activation_neg
rope_dense_commute_NEG,9.13370962418621,True,real_activation_neg
swiglu_independent_perm_NEG,11.65001498351061,True,real_activation_neg
swiglu_dense_orth_NEG,4.076742759093037,True,real_activation_neg
rope_dense_commute_NEG,6.513214930279025,True,real_activation_neg
swiglu_independent_perm_NEG,13.604693870741482,True,real_activation_neg
swiglu_dense_orth_NEG,5.253561796137866,True,real_activation_neg
rope_dense_commute_NEG,5.525292479756375,True,real_activation_neg
swiglu_independent_perm_NEG,11.70752625753488,True,real_activation_neg
swiglu_dense_orth_NEG,4.616001636447498,True,real_activation_neg
rope_dense_commute_NEG,7.162593964492992,True,real_activation_neg
swiglu_independent_perm_NEG,8.340318751305677,True,real_activation_neg
swiglu_dense_orth_NEG,5.496988555133529,True,real_activation_neg
rope_dense_commute_NEG,6.12712499517292,True,real_activation_neg
swiglu_independent_perm_NEG,10.771991061494937,True,real_activation_neg
swiglu_dense_orth_NEG,5.793010384873233,True,real_activation_neg
rope_dense_commute_NEG,11.487978701828254,True,real_activation_neg
swiglu_independent_perm_NEG,9.348505697765104,True,real_activation_neg
swiglu_dense_orth_NEG,4.5096310421450285,True,real_activation_neg
rope_dense_commute_NEG,6.336999319980791,True,real_activation_neg
swiglu_independent_perm_NEG,12.452163143404846,True,real_activation_neg
swiglu_dense_orth_NEG,5.779640626853694,True,real_activation_neg
rope_dense_commute_NEG,5.05861106376261,True,real_activation_neg
swiglu_independent_perm_NEG,12.2489008150954,True,real_activation_neg
swiglu_dense_orth_NEG,4.39759915699805,True,real_activation_neg
rope_dense_commute_NEG,6.067294117221618,True,real_activation_neg
swiglu_independent_perm_NEG,9.629914963109073,True,real_activation_neg
swiglu_dense_orth_NEG,6.342863253064712,True,real_activation_neg
rope_dense_commute_NEG,5.914795955887225,True,real_activation_neg
swiglu_independent_perm_NEG,20.287815002062544,True,real_activation_neg
swiglu_dense_orth_NEG,4.447196028226146,True,real_activation_neg
rope_dense_commute_NEG,6.25070427773902,True,real_activation_neg
swiglu_independent_perm_NEG,19.31387045384085,True,real_activation_neg
swiglu_dense_orth_NEG,4.555379894240253,True,real_activation_neg
rope_dense_commute_NEG,5.152019058295295,True,real_activation_neg
swiglu_independent_perm_NEG,38.392637436335846,True,real_activation_neg
swiglu_dense_orth_NEG,5.4416580664487855,True,real_activation_neg
rope_dense_commute_NEG,5.227465981303153,True,real_activation_neg
swiglu_independent_perm_NEG,12.968970028609418,True,real_activation_neg
swiglu_dense_orth_NEG,4.874735500493888,True,real_activation_neg
rope_dense_commute_NEG,6.6414017712698445,True,real_activation_neg
swiglu_independent_perm_NEG,10.396391699418933,True,real_activation_neg
swiglu_dense_orth_NEG,4.97655335360112,True,real_activation_neg
rope_dense_commute_NEG,4.842053469287578,True,real_activation_neg
swiglu_independent_perm_NEG,11.449333170567947,True,real_activation_neg
swiglu_dense_orth_NEG,4.792106486181626,True,real_activation_neg
rope_dense_commute_NEG,5.433751877535803,True,real_activation_neg
swiglu_independent_perm_NEG,6.115290032925638,True,real_activation_neg
swiglu_dense_orth_NEG,6.361317252366013,True,real_activation_neg
rope_dense_commute_NEG,4.903652110133503,True,real_activation_neg
swiglu_independent_perm_NEG,11.321513208282255,True,real_activation_neg
swiglu_dense_orth_NEG,4.137137953738455,True,real_activation_neg
rope_dense_commute_NEG,4.877611239259346,True,real_activation_neg
swiglu_independent_perm_NEG,75.55158616579715,True,real_activation_neg
swiglu_dense_orth_NEG,4.1020860486651385,True,real_activation_neg
rope_dense_commute_NEG,5.824191497141214,True,real_activation_neg
swiglu_independent_perm_NEG,9.61686324475826,True,real_activation_neg
swiglu_dense_orth_NEG,6.840937856682288,True,real_activation_neg
rope_dense_commute_NEG,5.400125705296146,True,real_activation_neg
swiglu_independent_perm_NEG,19.60131894229291,True,real_activation_neg
swiglu_dense_orth_NEG,6.848740465135181,True,real_activation_neg
rope_dense_commute_NEG,8.675543471730652,True,real_activation_neg
