kind,shape,is_cuda_src,stack
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
cpu(),"(8, 896)",True,gpu_execution_audit.py:348:<module> <- gpu_execution_audit.py:230:main <- gpu_execution_audit.py:205:protected_step
