proj,layer,seed,optimizer,step,loss_plaintext,loss_O1A,loss_O1C,loss_absdiff_O1A,loss_absdiff_O1C,gradA_relation_err,O1A_A_update_relerr,O1A_B_update_relerr,O1C_A_update_relerr,O1C_B_update_relerr,O1A_dW_relerr,O1A_dW_cos,O1C_dW_relerr,O1C_dW_cos,O1A_optstate_relerr,O1C_optstate_relerr,T_in_orthogonal,T_out_orthogonal,A_gpu_adamw_safe,B_gpu_adamw_safe,O1C_A_in_tdx,O1C_B_in_tdx,nan_inf
q_proj,0,1234,sgd,1,5.401263537542576,5.401263537542576,5.401263537542576,0.0,0.0,1.7011374070955545e-15,0.040466353362409106,1.0720765964317061e-16,8.888064292739544e-17,1.0720765964317061e-16,0.04994682448324712,0.9987538209604853,1.7306181770846213e-16,0.9999999999999902,279.7602542183126,1.8372121917141598e-15,False,True,False,False,True,False,False
q_proj,0,1234,sgd,10,5.4001312716331835,5.344428995720943,5.400131271633183,0.05570227591224075,8.881784197001252e-16,15.161315404464666,0.11284574011054518,0.0030944735924134017,2.2188743097284322e-16,2.25630143954936e-16,0.1080204644132782,0.9942058789998478,3.3906857342275507e-16,0.9999999999999623,17.065676811897834,1.7715805450338183e-15,False,True,False,False,True,False,False
q_proj,0,1234,sgd,50,5.395375890908913,5.3057848562672545,5.395375890908913,0.08959103464165885,0.0,29.057569832744502,0.15364572581560812,0.024571792786745563,4.603782562644727e-16,4.737893452958079e-16,0.14422229824345356,0.989751864586313,6.718532392414575e-16,0.9999999999999859,9.096852090217789,2.678376439242511e-15,False,True,False,False,True,False,False
q_proj,1,1234,sgd,1,1.7934435942295566,1.7934435942295566,1.7934435942295566,0.0,0.0,1.466452090288868e-15,0.00027181146447053913,1.0611515222994992e-16,9.498671963540767e-17,1.0611515222994992e-16,0.0002763612076207993,0.9999999618191285,1.757129858567593e-16,0.9999999999999936,2.6052185959351952,1.5093180651086472e-15,False,True,False,False,True,False,False
q_proj,1,1234,sgd,10,1.7930158894838586,1.7919212672409766,1.7930158894838581,0.0010946222428820374,4.440892098500626e-16,0.03266137056936713,0.0026614666865614235,1.7386805448552387e-05,2.1798108560822334e-16,2.2573139152415955e-16,0.002687109633430512,0.9999963900754586,3.3346758662884553e-16,0.999999999999982,2.521946021254822,1.6348917764156179e-15,False,True,False,False,True,False,False
q_proj,1,1234,sgd,50,1.7911940359791756,1.7862920137036995,1.7911940359791756,0.004902022275476092,0.0,0.16637977311564456,0.01221320238619447,0.0004396929153208238,4.628264837884389e-16,4.94277689195269e-16,0.012024276026364201,0.9999277067235619,6.874964350443894e-16,0.99999999999999,2.2259986250353343,1.521704467953572e-15,False,True,False,False,True,False,False
q_proj,2,1234,sgd,1,1.6067698337760865,1.6067698337760865,1.6067698337760865,0.0,0.0,1.551251131274181e-15,8.702008998792014e-05,1.0382285601690798e-16,9.335320585200907e-17,1.0382285601690798e-16,8.953440738124641e-05,0.9999999959922093,1.7219013509432964e-16,1.0000000000000027,0.851772978637837,1.5665523778191017e-15,False,True,False,False,True,False,False
q_proj,2,1234,sgd,10,1.6063685917957429,1.6061869782980183,1.6063685917957429,0.00018161349772460866,0.0,0.005214314345110542,0.0008639097544038009,2.662087773752519e-06,2.198085472337058e-16,2.2938125758651897e-16,0.0008874792398213852,0.9999996062216576,3.3616186239324575e-16,0.9999999999999929,0.8480846657002736,1.4608417662418021e-15,False,True,False,False,True,False,False
q_proj,2,1234,sgd,50,1.6046692799871913,1.6037799188576898,1.6046692799871913,0.0008893611295015535,0.0,0.027591287678477346,0.004185917144554249,7.014748071034347e-05,4.766434107240156e-16,4.789260108182298e-16,0.004272314814782406,0.999990873757298,6.80886541104074e-16,1.0000000000000042,0.8330307872487133,1.5949137056257898e-15,False,True,False,False,True,False,False
q_proj,3,1234,sgd,1,1.4743138888317637,1.4743138888317635,1.4743138888317635,2.220446049250313e-16,2.220446049250313e-16,1.774645274701508e-15,8.898900819934383e-05,1.0280379379643962e-16,9.228257335069574e-17,1.0280379379643962e-16,9.263916155390835e-05,0.9999999957092198,1.7168345828987403e-16,0.9999999999999931,0.95432947749813,1.8021399579183887e-15,False,True,False,False,True,False,False
